show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,type
81035750,The Gospel of Mark,david batty,"selva rasalingam, mourad zaoui, el mahmoudi m'barek, abdelilah wahbi, abdelaziz n'mila, ait youssef youssef",unknown,"October 19, 2018",2015,tv-14,123 min,"Dramas, Faith & Spirituality","See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy.",Movie
81035751,The Gospel of Matthew,david batty,"selva rasalingam, mourad zaoui, karima gouit, el mahmoudi m'barek, abdelilah wahbi, ait youssef youssef, ramdane aala, mohamed el korchi",unknown,"October 19, 2018",2014,tv-14,190 min,"Dramas, Faith & Spirituality",The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.,Movie
80148162,The Night Comes for Us,timo tjahjanto,"joe taslim, iko uwais, asha kenyeri bermudez, sunny pang, salvita decorte, abimana aryasatya, zack lee, dimas anggara, julie estelle, dian sastrowardoyo","indonesia, united states","October 19, 2018",2018,tv-ma,121 min,"Action & Adventure, International Movies","After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",Movie
80211465,Wanderlust,unknown,"toni collette, steven mackintosh, zawe ashton, joe hurst, emma d'arcy, celeste dring, william ash, royce pierreson, jeremy swift, anastasia hille, isis hainsworth, sophie okonedo",united kingdom,"October 19, 2018",2018,tv-ma,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows","Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people.",TV Show
81026343,Mr. Chandramouli,thiru,"karthik, gautam karthik, regina cassandra, varalakshmi sarathkumar, santhosh prathap, mime gopi, j. mahendran, viji chandrasekhar",india,"October 18, 2018",2018,tv-ma,131 min,"Dramas, International Movies, Thrillers","When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge.",Movie
70235760,My Babysitter's a Vampire,unknown,"matthew knight, vanessa morgan, atticus mitchell, cameron kennedy, kate todd, ari cohen",canada,2025-01-26 05:26:09.662133,2012,tv-pg,2 Seasons,"Kids' TV, TV Comedies","Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school.",TV Show
70235768,My Babysitter's a Vampire: The Movie,bruce mcdonald,"matthew knight, vanessa morgan, atticus mitchell, cameron kennedy, kate todd, joe dinicol, ella jonas farlinger, ari cohen, laura de carteret, hrant alianak",canada,"October 17, 2018",2010,tv-pg,80 min,"Children & Family Movies, Comedies","When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah.",Movie
70301553,Rake,unknown,"richard roxburgh, matt day, adrienne pickering, russell dykstra, danielle cormack, caroline brazier, geoff morrell, kate box, keegan joyce, damien garvey",australia,2025-01-26 05:26:09.662133,2018,nr,5 Seasons,"Crime TV Shows, International TV Shows, TV Comedies","While Cleaver Greene is a brilliant and driven attorney, he's also an ex-druggie, a current gambling addict and loathed by many of his colleagues.",TV Show
80244900,"Ron White: If You Quit Listening, I'll Shut Up",tom forrest,ron white,united states,"October 16, 2018",2018,tv-ma,63 min,Stand-Up Comedy,"Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese.",Movie
81006356,Devlok with Devdutt Pattanaik,unknown,"rasika dugal, devdutt pattanaik",india,"October 15, 2018",2017,tv-pg,1 Season,International TV Shows,"Through chats with host Rasika Dugal, mythologist Devdutt Pattanaik explores the meaning and modern-day relevance of Indian folklore and philosophy.",TV Show
81025935,Meghnadbodh Rohoshyo,anik datta,"barun chanda, sabyasachi chakraborty",india,"October 15, 2018",2017,tv-14,150 min,"Dramas, International Movies","A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic.",Movie
80020935,Octonauts,unknown,"keith wickham, jo wyatt, ross breen, simon greenall, paul panting, rob rackstraw, teresa gallagher, shelley longworth","united states, ireland, united kingdom",2025-01-26 05:26:09.662133,2015,tv-y,4 Seasons,"British TV Shows, Kids' TV",A team of brave underwater explorers known as the Octonauts combs the world's oceans for aquatic creatures in desperate need of assistance.,TV Show
80176076,Power Rangers Ninja Steel,unknown,"william shewfelt, nico greetham, zoe robins, peter sudarso, chrysti ane, caleb bendit, chris reid, kelson henderson",united states,2025-01-26 05:26:09.662133,2018,tv-y7-fv,2 Seasons,Kids' TV,A new generation of teen heroes uses superhuman ninja powers to battle the intergalactic villain Galvanax and save Earth from destruction.,TV Show
81020508,Sanju,rajkumar hirani,"ranbir kapoor, vicky kaushal, paresh rawal, sonam kapoor, dia mirza, jim sarbh, anushka sharma, manisha koirala, boman irani",india,"October 15, 2018",2018,tv-ma,159 min,"Dramas, International Movies","From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt.",Movie
80241004,Stunt Science,unknown,unknown,united kingdom,"October 15, 2018",2018,tv-ma,1 Season,"British TV Shows, International TV Shows, Reality TV","When it comes to daring stunts and outrageous pranks, we often wonder: What were they thinking? This high-octane series tries to find some answers.",TV Show
80050063,The Seven Deadly Sins,unknown,"yuki kaji, sora amamiya, misaki kuno, aoi yuki, tatsuhisa suzuki, jun fukuyama, mamoru miyano, maaya sakamoto",japan,2025-01-26 05:26:09.662133,2018,tv-14,3 Seasons,"Anime Series, International TV Shows","When a kingdom is taken over by tyrants, the deposed princess begins a quest to find a disbanded group of evil knights to help take back her realm.",TV Show
81019031,Soorma,shaad ali,"diljit dosanjh, tapsee pannu, angad bedi, kulbhushan kharbanda, satish kaushik, vijay raaz, seema kaushal, mahabir bhullar, alka badola kaushal, jimmy moses",india,"October 13, 2018",2018,tv-14,131 min,"Dramas, International Movies, Sports Movies",This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.,Movie
80158148,Apostle,gareth evans,"dan stevens, lucy boynton, michael sheen, mark lewis jones, bill milner, kristine froseth, paul higgins, richard elfyn, elen rhys, ross o'hennessy","united kingdom, united states","October 12, 2018",2018,tv-ma,130 min,"Horror Movies, International Movies, Thrillers","In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",Movie
80119451,Black Heart,unknown,"barış kılıç, tuvana türkay, serhat tutumluer, gülçin santırcıoğlu, kenan bal",turkey,"October 12, 2018",2014,tv-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.",TV Show
80057506,Edgar Rice Burroughs' Tarzan and Jane,unknown,"marci t. house, michael dobson, omari newton, paul dobson, rebecca shoichet, giles panton, kathleen barr, doron bell",unknown,2025-01-26 05:26:09.662133,2018,tv-y7-fv,2 Seasons,"Crime TV Shows, Kids' TV","Saved from a plane crash and given supernatural powers, teen Tarzan joins forces with brave city girl Jane to protect his jungle home from threats.",TV Show
80239565,Errementari: The Blacksmith and the Devil,paul urkijo alijo,"kandido uranga, uma bracaglia, eneko sagardoy, ramón agirre, josean bengoetxea, gotzon sánchez, josé ramón argoitia, gorka aguinagalde, iñigo de la iglesia, aitor urtzelai","spain, france","October 12, 2018",2018,tv-ma,99 min,"Horror Movies, International Movies, Sci-Fi & Fantasy","A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore.",Movie
80216844,Feminists: What Were They Thinking?,johanna demetrakas,unknown,united states,"October 12, 2018",2018,tv-ma,86 min,"Documentaries, LGBTQ Movies","Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women's lives and examines the continued need for change.",Movie
80187722,FIGHTWORLD,padraic mckinley,frank grillo,unknown,"October 12, 2018",2018,tv-ma,1 Season,Docuseries,"Actor and fight enthusiast Frank Grillo travels the world, immersing himself in different fight cultures to understand their traditions and motivations.",TV Show
81021082,Kuntilanak,rizal mantovani,"sandrinna m skornicki, aurélie moeremans, fero walandouw, andryan bima, ciara nadine brosnan, ali fikry, adlu fahrezy, nena rosier, naufal ho, aqi singgih",indonesia,"October 12, 2018",2018,tv-14,106 min,"Horror Movies, International Movies",Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.,Movie
80191047,ReMastered: Who Shot the Sheriff,kief davidson,unknown,united states,"October 12, 2018",2018,tv-14,57 min,"Documentaries, Music & Musicals","In 1976, reggae icon Bob Marley survived an assassination attempt as rival political groups battled in Jamaica. But who exactly was responsible?",Movie
80178943,The Boss Baby: Back in Business,unknown,"jp karliak, pierce gagnon, kevin michael richardson, alex cazares, flula borg, jake green, eric bell jr., david lodge, hope levy, david collins, tony hale, nicole sullivan",united states,2025-01-26 05:26:09.662133,2018,tv-y7,2 Seasons,"Kids' TV, TV Comedies",The Boss Baby brings his big brother Tim to the office to teach him the art of business in this animated series sprung from the hit film.,TV Show
80201868,The Curious Creations of Christine McConnell,unknown,"christine mcconnell, colleen smith, adam mayfield, michael oosterom, drew massey, mick ignis, tim lagasse, dita von teese, steven m. porter, elko weaver",unknown,"October 12, 2018",2018,tv-pg,1 Season,"TV Comedies, TV Mysteries","Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts – and wildly inappropriate creatures.",TV Show
80189221,The Haunting of Hill House,unknown,"michiel huisman, carla gugino, timothy hutton, henry thomas, elizabeth reaser, oliver jackson-cohen, kate siegel, victoria pedretti, lulu wilson, mckenna grace, paxton singleton, julian hilliard, violet mcgraw",united states,"October 12, 2018",2018,tv-ma,1 Season,"TV Dramas, TV Horror, TV Mysteries","Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",TV Show
80240972,The Kindergarten Teacher,sara colangelo,"maggie gyllenhaal, parker sevak, gael garcía bernal, michael chernus, anna baryshnikov, rosa salazar, ajay naidu","united states, israel, united kingdom, canada","October 12, 2018",2018,r,97 min,"Dramas, Independent Movies",A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession.,Movie
81016322,Filosofi Kopi The Movie,angga dwimas sasongko,"chicco jerikho, rio dewanto, julie estelle, jajang c. noer, slamet rahardjo, otig pakis, arash buana, hazel raditya, dimas harya, westny dj",indonesia,"October 11, 2018",2015,tv-pg,118 min,"Dramas, International Movies",The level-headed owner of a struggling coffee shop finds his future at risk when his partner – a talented but cocky barista – makes a major bet.,Movie
81015994,Ordinary Heroes,unknown,"giorgio tirabassi, marco bocci, cristiana capotondi, greta scarano, michela cescon, diane fleri, carlo calderone, claudio gioè, romina mondello, orlando cinque, luigi maria burruano, riccardo scamarcio, lorenza indovina, ivana lotito, pierfrancesco poggi, marco leonardi, anna ferruzzo, peppino mazzotta, giorgio marchesi",unknown,"October 11, 2018",2018,tv-ma,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Get an intimate look at four engaged citizens whose courage, sense of civic duty and ultimate sacrifice helped to transform Italian society.",TV Show
80198288,Salt Fat Acid Heat,unknown,samin nosrat,unknown,"October 11, 2018",2018,tv-pg,1 Season,Docuseries,"Chef and food writer Samin Nosrat travels the world to explore four basic keys to wonderful cooking, serving up feasts and helpful tips along the way.",TV Show
80147323,اشتباك,mohamed diab,"nelly karim, hany adel, tarek abdel aziz, ahmed malek, ahmed dash, husni sheta, aly eltayeb, amr el kady, mohamed abd el azim, gameel barsoum, ashraf hamdy","egypt, france","October 11, 2018",2016,tv-14,98 min,"Dramas, Independent Movies, International Movies","Amid the tumult following Egyptian President Morsi's ouster, demonstrators from divergent backgrounds are brought together inside a police truck.",Movie
80210932,22-Jul,paul greengrass,"anders danielsen lie, jon øigarden, jonas strand gravli, ola g. furuseth, maria bock, thorbjørn harr, jaden smith","norway, iceland, united states","October 10, 2018",2018,r,144 min,"Dramas, Thrillers","After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.",Movie
81003880,Blood Pact,unknown,"guilherme fontes, ravel cabral, jonathan haagensen, andré ramiro, adriano garib, mel lisboa, cristina lago",brazil,"October 10, 2018",2018,tv-ma,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","An ambitious TV reporter uses risky and ethically questionable methods to report on gang wars and police corruption in the Amazon port of Belém, Brazil.",TV Show
81015317,Tales From the Hood 2,"rusty cundieff, darin scott","keith david, bryan batt, alexandria deberry, bill martin williams, martin bats bradford, kendrick cross, jasmine akakpo, kedrick brown",united states,"October 10, 2018",2018,r,110 min,"Cult Movies, Horror Movies, Independent Movies",Buckle up for an anthology of socially conscious horror stories that focus on the perils of racial injustice and the price of ignorance.,Movie
81016328,Garuda Di Dadaku,ifa isfansyah,"emir mahira, maudy koesnaedi, ikranagara, aldo tansani, marsha aruan, ari sihasale",indonesia,"October 9, 2018",2009,tv-pg,96 min,"Children & Family Movies, Dramas, Sports Movies","A determined boy will do anything to become a great soccer player, despite the wishes of his grandfather.",Movie
80239503,Mo Amer: The Vagabond,stan lathan,mo amer,united states,"October 9, 2018",2018,tv-ma,57 min,Stand-Up Comedy,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship.",Movie
81016321,Surat Dari Praha,angga dwimas sasongko,"tio pakusadewo, julie estelle, widyawati, rio dewanto, chicco jerikho, jajang c. noer, shafira umm",indonesia,"October 9, 2018",2016,tv-14,98 min,"Dramas, International Movies, Romantic Movies","Hoping to fulfill her deceased mother's final wish, a young woman travels to Prague to deliver an old letter to a mysterious man.",Movie
81020161,Pulang,kabir bhatia,"puteri aishah, remy ishak, alvin wong",malaysia,"October 8, 2018",2018,tv-14,119 min,"Action & Adventure, Dramas, International Movies","Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse.",Movie
70293622,Sofia the First,unknown,"ariel winter, darcy rose byrnes, sara ramirez, tim gunn, coco grayson, travis willingham, wayne brady, jess harnell, meghan strange, zach callison",united states,2025-01-26 05:26:09.662133,2017,tv-y,4 Seasons,Kids' TV,"When her commoner mother marries the king, average-girl Sofia finds that being a real princess isn't all it's cracked up to be.",TV Show
81002592,Jackpot,dustin nguyen,"chi tai, lan ngoc, dustin nguyen, thu trang",vietnam,"October 6, 2018",2015,tv-14,92 min,"Comedies, Dramas, International Movies",A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.,Movie
81017724,Seven in Heaven,chris eigeman,"travis tope, haley ramm, jacinda barrett, gary cole, dylan everett, clark backo, vinson tran, paulino nunes, jeff clarke",united states,"October 6, 2018",2018,pg-13,94 min,Horror Movies,Two teenagers step into a secret closet and emerge in a terrifying alternate reality. They must find their way back before the door shuts forever.,Movie
81016323,Cahaya Dari Timur Beta Maluku,angga dwimas sasongko,"chicco jerikho, abdurrahman arif, jajang c. noer, ridho hafiedz, leo maitimu, shafira umm, glenn fredly, aufa assagaf, burhanuddin ohorella, bebeto leutually",indonesia,"October 5, 2018",2014,tv-14,151 min,"Dramas, International Movies, Sports Movies","After witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed.",Movie
80198511,Dancing Queen,unknown,"justin ""alyssa edwards"" johnson",unknown,"October 5, 2018",2018,tv-14,1 Season,Reality TV,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.,TV Show
81016318,Emma' (Mother),riri riza,"cut mini theo, christoffer nelwan, arman dewarti, jajang c. noer, indah permatasari, dimi cindyastira, irmawati jabbar, andreuw parinussa, fanesa kayla",indonesia,"October 5, 2018",2016,tv-pg,74 min,"Dramas, International Movies","In 1950s Makassar, the life of a devoted mother is upended when another woman enters her husband's life.",Movie
80240840,Empire Games,unknown,jim o'brien,"czech republic, united states","October 5, 2018",2018,tv-14,1 Season,Docuseries,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.,TV Show
80191369,LOST SONG,unknown,"konomi suzuki, yukari tamura, misaki kuno, chiaki takahashi, seiichiro yamashita, asami seto, yu serizawa, ai kayano, tsuyoshi koyama, yuto suzuki, mitsuru ogata, hiroshi ito",japan,"October 5, 2018",2018,tv-14,1 Season,"Anime Series, International TV Shows","War looms over the kingdom of Neunatia, where two young women are both burdened and blessed by the power of song.",TV Show
80242081,Malevolent,olaf de fleur,"florence pugh, ben lloyd-hughes, celia imrie, james cosmo, scott chambers, georgina bevan",united kingdom,"October 5, 2018",2018,tv-ma,89 min,"Horror Movies, Thrillers","A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.",Movie
80168222,Private Life,tamara jenkins,"paul giamatti, kathryn hahn, kayli carter, molly shannon, john carroll lynch, denis o'hare, desmin borges, tracee chimo, siobhan fallon hogan, emily robinson",united states,"October 5, 2018",2018,r,124 min,"Comedies, Dramas, Independent Movies","Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece.",Movie
80999063,Super Monsters Save Halloween,unknown,"elyse maloway, vincent tong, erin matthews, andrea libman, alessandro juliani, nicole anthony, diana kaarina, ian james corlett, britt mckillip, kathleen barr",unknown,"October 5, 2018",2018,tv-y,25 min,Children & Family Movies,"The Super Monsters use their powers to get their neighbors in the Halloween spirit, then help a nervous friend see there's nothing to be afraid of.",Movie
80220650,YG Future Strategy Office,unknown,"seungri, yoo byung jae, lee jai-jin, jinu, son se-bin, kim ga-eun, park choong-hwan, baek yeong-gwang, choi sin-deuk",south korea,"October 5, 2018",2018,tv-ma,1 Season,"International TV Shows, Korean TV Shows, TV Comedies","K-pop star Seungri, BIGBANG's youngest member, tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom.",TV Show
81004460,Compulsion,craig goodwill,"analeigh tipton, jakob cedergren, marta gastini, jan bijvoet, anita kravos, valentin merlet","united kingdom, canada, italy","October 4, 2018",2016,tv-ma,84 min,"Dramas, Thrillers","Lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss.",Movie
81016330,The Dreamer,riri riza,"vikri septiawan, rendy ahmad, azwir fitrianto, maudy ayunda",indonesia,"October 4, 2018",2009,tv-pg,121 min,"Dramas, International Movies","A trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them.",Movie
70105130,The Haunting of Molly Hartley,mickey liddell,"haley bennett, jake weber, chace crawford, shannon woodward, shanna collins, annalynne mccord, marin hinkle, nina siemaszko, josh stewart, jessica lowndes, randy wayne",united states,"October 4, 2018",2008,pg-13,85 min,"Horror Movies, Thrillers","A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.",Movie
81010662,Violet Evergarden: Special,unknown,"yui ishikawa, takehito koyasu, daisuke namikawa, aya endo, kouki uchiyama, minori chihara, haruka tomatsu, yoko hikasa",japan,"October 4, 2018",2018,tv-pg,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","Auto Memory Doll Violet Evergarden writes letters for people who can’t, learning about her war-torn country and her own hardened heart along the way.",TV Show
70002129,Benji's Very Own Christmas Story,joe camp,"ron moody, patsy garrett, cynthia smith",united states,"October 3, 2018",1978,tv-g,25 min,Children & Family Movies,"While on a press tour, Benji goes behind the scenes of Santa's workshop. But Santa has a devastating secret, so it's up to Benji to save Christmas.",Movie
80191963,The Black Prince,kavi raz,"satinder sartaaj, shabana azmi, jason flemyng, amanda root, rup magon, sophie stevens, keith duffy, david essex, leanne joyce, ranjit singh shubh","united kingdom, india, united states","October 3, 2018",2017,pg-13,121 min,"Dramas, International Movies","After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama.",Movie
80218099,Truth or Dare,nick simon,"cassandra scerbo, brytni sarpy, mason dye, harvey guillen, luke baines, ricardo hoyos, alexxis lemire, christina masterson, heather langenkamp",united states,"October 3, 2018",2017,tv-ma,88 min,Horror Movies,"A game of ""Truth or Dare"" among college friends on spring break turns deadly when a demon seems determined to use it to kill them all.",Movie
80218973,Death Race: Beyond Anarchy,don michael paul,"zach mcgowan, danny glover, frederick koehler, danny trejo, christine marzano, cassie clare, yennis cheung, lucy aarden","united states, bulgaria","October 2, 2018",2017,r,111 min,Action & Adventure,"An ex-racecar driver is sent to a barbaric prison where, to get pardoned, he must defeat the inmate known as Frankenstein in a lethal ""Death Race.""",Movie
80235999,Eric ldle's What About Dick?,"eric idle, aubrey powell","russell brand, billy connolly, tim curry, eric idle, eddie izzard, jane leeves, jim piddock, tracey ullman, sophie winkleman",united states,"October 2, 2018",2012,tv-ma,81 min,"Comedies, Music & Musicals","In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano.",Movie
80215419,Joe Rogan: Strange Times,anthony giordano,joe rogan,unknown,"October 2, 2018",2018,tv-ma,64 min,Stand-Up Comedy,"Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston.",Movie
80236359,Monty Python Best Bits (mostly),unknown,"hugh bonneville, graham chapman, john cleese, terry gilliam, eric idle, terry jones, michael palin",united kingdom,"October 2, 2018",2014,tv-14,1 Season,"British TV Shows, Docuseries, TV Comedies","Prominent comedians pay tribute to Monty Python's best work in this five-part series, along with selected clips of sketches.",TV Show
70118860,Monty Python Conquers America,will yapp,"graham chapman, eric idle, terry jones, michael palin, terry gilliam, john cleese",unknown,"October 2, 2018",2008,tv-ma,55 min,Documentaries,Follow the evolution of the British sketch comedy troupe that redefined humor and shaped an entire generation of American comics.,Movie
80017240,"Monty Python Live (Mostly): One Down, Five to Go",eric idle,"john cleese, terry gilliam, eric idle, terry jones, michael palin",united kingdom,"October 2, 2018",2014,tv-ma,137 min,Comedies,"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance.",Movie
70118859,Monty Python: Before the Flying Circus,will yapp,"graham chapman, eric idle, terry jones, michael palin, terry gilliam, john cleese",united kingdom,"October 2, 2018",2000,tv-14,56 min,"Comedies, Documentaries","Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe.",Movie
80236356,Monty Python: Live at Aspen,unknown,"robert klein, john cleese, terry gilliam, eric idle, terry jones, michael palin, graham chapman, eddie izzard",united states,"October 2, 2018",1998,tv-ma,58 min,"Comedies, Documentaries",The members of Monty Python reunite on stage to talk about making their iconic show that changed sketch comedy forever.,Movie
80236778,Monty Python: Live at The Hollywood Bowl,"terry hughes, ian macnaughton","graham chapman, john cleese, terry gilliam, eric idle, terry jones, michael palin, neil innes, carol cleveland","united kingdom, united states","October 2, 2018",1982,r,80 min,Comedies,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling.""",Movie
80236470,Monty Python: The Meaning of Live,"roger graef, james rogan","john cleese, terry gilliam, eric idle, terry jones, michael palin, mike myers, graham chapman, stephen hawking",united kingdom,"October 2, 2018",2014,tv-ma,94 min,Documentaries,"From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus.",Movie
70213237,Monty Python's Almost the Truth,unknown,"graham chapman, eric idle, john cleese, michael palin, terry gilliam, terry jones",united kingdom,"October 2, 2018",2009,nr,1 Season,"British TV Shows, Docuseries","The legacy of comedy group Monty Python, whose irreverent brand of humor has tickled the ribs of millions, is explored in this documentary.",TV Show
80236357,Monty Python's Fliegender Zirkus,unknown,"graham chapman, john cleese, eric idle, terry jones, michael palin, connie booth","united kingdom, west germany","October 2, 2018",1972,tv-14,1 Season,"International TV Shows, TV Comedies","The Pythons elevate the absurd to new heights and bring their sketches to German TV, working in phonetic German, at times with an Australian accent.",TV Show
70213238,Monty Python's Flying Circus,unknown,"john cleese, graham chapman, terry jones, eric idle, michael palin, terry gilliam",united kingdom,2025-01-26 05:26:09.662133,1974,nr,4 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows","The Monty Python players make their mark with a winning mix of wit, ingenuity and brilliant timing – and a penchant for mockery and cross-dressing.",TV Show
699257,Monty Python's Life of Brian,terry jones,"graham chapman, john cleese, terry gilliam, eric idle, terry jones, michael palin, terence bayler, carol cleveland",united kingdom,"October 2, 2018",1979,r,94 min,"Classic Movies, Comedies, Cult Movies","Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter.",Movie
80237311,Monty Python's Personal Best,unknown,"john cleese, terry gilliam, terry jones, graham chapman, michael palin, eric idle",united states,"October 2, 2018",2005,tv-ma,1 Season,"British TV Shows, TV Comedies",Original members of the iconic Monty Python comedy troupe pick their all-time favorite sketches from their groundbreaking television series.,TV Show
80236574,Parrot Sketch Not Included: Twenty Years of Monty Python,ian macnaughton,"steve martin, john cleese, graham chapman, terry gilliam, eric idle, terry jones, michael palin, carol cleveland, connie booth",united kingdom,"October 2, 2018",1989,tv-14,72 min,Comedies,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series.",Movie
80988048,The Meaning of Monty Python,albert sharpe,unknown,united states,"October 2, 2018",2013,tv-ma,60 min,Documentaries,"Five Pythons reflect on their creative process, politics, television and the making of their award-winning final film, ""The Meaning of Life.""",Movie
80137461,25 Kille,simranjit singh hundal,"guggu gill, yograj singh, sonia mann, jimmy sharma, sapna bassi, lakha lakhwinder singh, sandeep kaur sandy, sardar sohi",india,"October 1, 2018",2016,tv-pg,140 min,"Action & Adventure, Dramas, International Movies","Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.",Movie
81012857,A Witches' Ball,justin g. dyck,"morgan neundorf, karen slater, loukia ioannou, will ennis, renee stein, keith cooper, paul mason, lisa scenna, ashley rogan",canada,"October 1, 2018",2017,pg,91 min,Children & Family Movies,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast.",Movie
70123116,Agyaat,ram gopal varma,"adesh bhardwaj, rasika dugal, joy fernandes, ravi kale, ishtiyak khan, priyanka kothari, kali prasad mukherjee, nitin reddy, gautam rode, howard rosemeyer",india,"October 1, 2018",2009,tv-ma,97 min,"Horror Movies, International Movies",A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.,Movie
80190101,Anjaan,n. linguswamy,"suriya, samantha ruth prabhu, vidyut jammwal, manoj bajpayee, soori",india,"October 1, 2018",2014,tv-ma,146 min,"Action & Adventure, Dramas, International Movies","Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head.",Movie
81024712,Bathinda Express,deep joshi,"deep joshi, jasmine kaur, mohit bhaskar, vijay s. kumar, prince kanwaljit singh, tarlochan singh, harsh sethi",india,"October 1, 2018",2016,tv-14,118 min,"Dramas, International Movies, Sports Movies",An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences.,Movie
70112494,Brooklyn's Finest,antoine fuqua,"richard gere, don cheadle, ethan hawke, wesley snipes, will patton, lili taylor, michael kenneth williams, brían f. o'byrne, shannon kane, ellen barkin, vincent d'onofrio, logan marshall-green",united states,"October 1, 2018",2009,r,133 min,"Dramas, Thrillers","Three cops find themselves hurtling toward the same crime scene on one fatal night in this tense, edge-of your-seat thriller.",Movie
80215922,Chappaquiddick,john curran,"jason clarke, kate mara, ed helms, bruce dern, jim gaffigan, olivia thirlby, clancy brown, taylor nichols, john fiore","united states, sweden","October 1, 2018",2017,pg-13,106 min,Dramas,Senator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.,Movie
81012415,Civilizations,unknown,unknown,united kingdom,"October 1, 2018",2018,tv-14,1 Season,"British TV Shows, Docuseries","Expanding Kenneth Clark's 1969 ""Civilisation"" series for a new generation, this reboot explores the art of cultures around the world, throughout time.",TV Show
